"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2014-2015","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","51.7","48.6","54.8","1679","Male","All Ages","All Races","All Grades"
"2014-2015","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","65.5","62.3","68.7","1905","Female","All Ages","All Races","All Grades"
"2010-2011","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.6","19.1","24.1","2531","Overall","All Ages","All Races","All Grades"
"2010-2011","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","24.6","21.2","28.0","1207","Male","All Ages","All Races","All Grades"
"2010-2011","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.9","16.3","21.5","1324","Female","All Ages","All Races","All Grades"
"2010-2011","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","17.0","15.9","18.1","2531","Overall","All Ages","All Races","All Grades"
"2010-2011","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.5","19.6","23.4","1207","Male","All Ages","All Races","All Grades"
"2010-2011","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","12.8","11.3","14.3","1324","Female","All Ages","All Races","All Grades"
"2010-2011","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.4","58.9","63.9","2531","Overall","All Ages","All Races","All Grades"
"2010-2011","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","53.9","50.5","57.3","1207","Male","All Ages","All Races","All Grades"
"2010-2011","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","68.4","65.9","70.9","1324","Female","All Ages","All Races","All Grades"
"2006-2007","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","23.9","22.0","25.8","2682","Overall","All Ages","All Races","All Grades"
"2006-2007","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","26.7","23.9","29.5","1256","Male","All Ages","All Races","All Grades"
"2006-2007","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.4","18.9","23.9","1426","Female","All Ages","All Races","All Grades"
"2006-2007","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.5","18.7","22.3","2682","Overall","All Ages","All Races","All Grades"
"2006-2007","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.6","22.8","28.4","1256","Male","All Ages","All Races","All Grades"
"2006-2007","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","15.8","13.6","18.0","1426","Female","All Ages","All Races","All Grades"
"2006-2007","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.6","53.4","57.8","2682","Overall","All Ages","All Races","All Grades"
"2006-2007","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","47.7","44.5","50.9","1256","Male","All Ages","All Races","All Grades"
"2006-2007","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","62.8","59.8","65.8","1426","Female","All Ages","All Races","All Grades"
"2003","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","26.1","24.0","28.2","2301","Overall","All Ages","All Races","All Grades"
"2003","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","29.5","26.2","32.8","984","Male","All Ages","All Races","All Grades"
"2003","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","23.4","20.7","26.1","1317","Female","All Ages","All Races","All Grades"
"2003","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.7","17.8","21.6","2301","Overall","All Ages","All Races","All Grades"
"2003","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.8","21.7","27.9","984","Male","All Ages","All Races","All Grades"
"2003","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","15.8","13.4","18.2","1317","Female","All Ages","All Races","All Grades"
"2003","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","54.2","51.8","56.6","2301","Overall","All Ages","All Races","All Grades"
"2003","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","45.7","42.1","49.3","984","Male","All Ages","All Races","All Grades"
"2003","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","60.8","57.7","63.9","1317","Female","All Ages","All Races","All Grades"
"2001-2002   ","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","24.8","22.9","26.7","2726","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","28.2","25.3","31.1","1230","Male","All Ages","All Races","All Grades"
"2001-2002   ","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.8","19.4","24.3","1496","Female","All Ages","All Races","All Grades"
"2001-2002   ","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.2","18.4","21.9","2726","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.5","21.7","27.2","1230","Male","All Ages","All Races","All Grades"
"2001-2002   ","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.4","14.2","18.6","1496","Female","All Ages","All Races","All Grades"
"2001-2002   ","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.1","52.9","57.3","2726","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","47.3","44.1","50.5","1230","Male","All Ages","All Races","All Grades"
"2001-2002   ","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.8","58.8","64.7","1496","Female","All Ages","All Races","All Grades"
"1998-1999   ","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","26.0","24.4","27.6","3169","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","28.1","25.7","30.5","1453","Male","All Ages","All Races","All Grades"
"1998-1999   ","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","24.1","22.0","26.2","1716","Female","All Ages","All Races","All Grades"
"1998-1999   ","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.9","18.4","21.3","3169","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.4","22.1","26.6","1453","Male","All Ages","All Races","All Grades"
"1998-1999   ","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","15.9","14.0","17.7","1716","Female","All Ages","All Races","All Grades"
"1998-1999   ","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","54.1","52.3","55.9","3169","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","47.5","44.9","50.2","1453","Male","All Ages","All Races","All Grades"
"1998-1999   ","Arkansas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","60.1","57.6","62.5","1716","Female","All Ages","All Races","All Grades"
"2014-2015","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","8.0","7.4","8.6","18747","Overall","All Ages","All Races","All Grades"
"2014-2015","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","9.7","8.8","10.6","8839","Male","All Ages","All Races","All Grades"
"2014-2015","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","6.4","5.7","7.1","9908","Female","All Ages","All Races","All Grades"
"2014-2015","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","15.6","14.9","16.3","18747","Overall","All Ages","All Races","All Grades"
"2014-2015","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.1","18.1","20.2","8839","Male","All Ages","All Races","All Grades"
"2014-2015","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","12.3","11.4","13.2","9908","Female","All Ages","All Races","All Grades"
"2014-2015","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","76.4","75.5","77.3","18747","Overall","All Ages","All Races","All Grades"
"2014-2015","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","71.2","69.9","72.4","8839","Male","All Ages","All Races","All Grades"
"2014-2015","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","81.3","80.2","82.3","9908","Female","All Ages","All Races","All Grades"
"2010-2011","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","10.3","9.8","10.8","18885","Overall","All Ages","All Races","All Grades"
"2010-2011","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","12.8","12.0","13.6","8909","Male","All Ages","All Races","All Grades"
"2010-2011","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","7.8","7.2","8.4","9976","Female","All Ages","All Races","All Grades"
"2010-2011","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","15.0","14.4","15.6","18885","Overall","All Ages","All Races","All Grades"
"2010-2011","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","17.9","17.1","18.7","8909","Male","All Ages","All Races","All Grades"
"2010-2011","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","12.2","11.5","12.9","9976","Female","All Ages","All Races","All Grades"
"2010-2011","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","74.7","74.0","75.4","18885","Overall","All Ages","All Races","All Grades"
"2010-2011","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","69.3","68.3","70.3","8909","Male","All Ages","All Races","All Grades"
"2010-2011","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","80.0","79.2","80.8","9976","Female","All Ages","All Races","All Grades"
"2006-2007","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","12.0","11.5","12.5","18158","Overall","All Ages","All Races","All Grades"
"2006-2007","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.2","14.4","16.0","8548","Male","All Ages","All Races","All Grades"
"2006-2007","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","9.0","8.4","9.6","9610","Female","All Ages","All Races","All Grades"
"2006-2007","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.4","15.8","17.0","18158","Overall","All Ages","All Races","All Grades"
"2006-2007","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.9","18.0","19.8","8548","Male","All Ages","All Races","All Grades"
"2006-2007","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","14.1","13.3","14.9","9610","Female","All Ages","All Races","All Grades"
"2006-2007","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","71.6","70.9","72.3","18158","Overall","All Ages","All Races","All Grades"
"2006-2007","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","66.0","64.9","67.1","8548","Male","All Ages","All Races","All Grades"
"2006-2007","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","76.9","76.0","77.8","9610","Female","All Ages","All Races","All Grades"
"2003","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","13.2","12.5","13.9","11852","Overall","All Ages","All Races","All Grades"
"2003","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.4","15.3","17.5","5331","Male","All Ages","All Races","All Grades"
"2003","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","10.4","9.5","11.3","6521","Female","All Ages","All Races","All Grades"
"2003","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.2","18.4","20.0","11852","Overall","All Ages","All Races","All Grades"
"2003","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.8","20.5","23.1","5331","Male","All Ages","All Races","All Grades"
"2003","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","17.1","16.0","18.2","6521","Female","All Ages","All Races","All Grades"
"2003","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","67.6","66.6","68.6","11852","Overall","All Ages","All Races","All Grades"
"2003","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.8","60.3","63.3","5331","Male","All Ages","All Races","All Grades"
"2003","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","72.5","71.2","73.8","6521","Female","All Ages","All Races","All Grades"
"2001-2002   ","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","14.6","13.9","15.2","15878","Overall","All Ages","All Races","All Grades"
"2001-2002   ","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.0","16.0","18.0","7497","Male","All Ages","All Races","All Grades"
"2001-2002   ","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","12.3","11.5","13.2","8381","Female","All Ages","All Races","All Grades"
"2001-2002   ","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.7","18.0","19.4","15878","Overall","All Ages","All Races","All Grades"
"2001-2002   ","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.7","20.6","22.8","7497","Male","All Ages","All Races","All Grades"
"2001-2002   ","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","15.9","14.9","16.8","8381","Female","All Ages","All Races","All Grades"
"2001-2002   ","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","66.8","65.9","67.6","15878","Overall","All Ages","All Races","All Grades"
"2001-2002   ","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.3","60.0","62.6","7497","Male","All Ages","All Races","All Grades"
"2001-2002   ","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","71.8","70.7","73.0","8381","Female","All Ages","All Races","All Grades"
"1998-1999   ","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.6","16.0","17.1","18721","Overall","All Ages","All Races","All Grades"
"1998-1999   ","California","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.7","18.8","20.5","8961","Male","All Ages","All Races","All Grades"
